date,userId,key,brandId
2011-01-12T20:19:57,380812,130001,5918591
2011-01-18T03:10:03,126982,130002,537154
2011-01-12T16:24:24,3198103,131001,1809125
2011-01-19T13:30:42,380812,131002,6109362
2011-01-19T20:18:47,380812,131003,4734053
2011-01-12T21:52:13,233446,132001,5365087
2011-01-19T20:24:17,380812,132002,5939175
2011-01-12T21:52:13,233446,133001,4655569
2011-01-12T20:19:55,380812,134001,5301485
2011-01-12T21:25:20,380812,135001,5256826
2011-01-13T14:19:33,380812,135002,5725696
2011-01-26T11:29:23,380812,135003,6163947
2011-02-02T17:50:39,380812,135004,6505862
2011-02-02T18:58:50,4963627,135005,4960312
2011-02-04T00:15:41,136704,135007,663789
2011-02-07T14:53:37,2921570,135008,6479977
2011-02-07T17:46:58,2747920,135009,5237543
2011-01-12T20:19:58,380812,136001,2482360
2011-01-12T05:05:00,380812,137001,5921945
2011-02-01T18:12:01,380812,137002,2774894
2011-02-02T03:16:06,136704,137003,6029869
2011-02-02T13:24:30,136704,137004,6480599
2011-02-03T05:40:18,136704,137005,4724342
2011-02-04T17:16:03,214811,137006,2213903
2011-02-06T17:58:51,1615770,137007,6162032
2011-02-07T17:46:50,380812,137008,5237543
2011-01-13T15:49:32,380812,138001,5655300
2011-01-18T01:57:21,1317094,138002,2559092
2011-01-13T15:49:35,380812,139001,5777289
2011-01-25T19:37:56,710307,139002,627195
2011-01-13T15:49:37,380812,140001,5938166
2011-01-13T17:40:31,4625272,141001,5425964
2011-01-25T10:02:39,380812,141002,3474465
2011-01-13T17:55:03,380812,142001,1088586
2011-01-13T18:42:50,380812,143001,5963970
2011-01-14T00:33:02,380812,144001,74466
2011-01-14T01:15:30,1275003,145001,1086156
2011-01-14T11:26:49,380812,146001,5939206
2011-01-14T11:26:52,380812,147001,5967696
2011-01-14T21:00:14,341516,148001,6000391
2011-01-27T14:07:31,3696660,148002,6225998
2011-01-14T21:21:48,380812,149001,5943062
2011-01-26T11:36:09,380812,149002,5893345
2011-01-27T02:26:46,437648,149003,5981422
2011-01-15T00:53:07,380812,150001,5966750
2011-01-15T00:53:10,380812,151001,6001745
2011-01-15T04:34:37,380812,152001,1034687
2011-01-21T18:00:34,380812,152002,6111357
2011-01-15T04:35:38,380812,153001,4744696
2011-01-16T18:41:06,256867,154001,3038126
2011-01-17T01:21:31,380812,155001,5980298
2011-01-17T01:21:36,380812,156001,2631925
2011-01-17T01:21:36,380812,157001,4697680
2011-01-25T20:27:45,380812,157002,457713
2011-01-17T12:28:50,710307,158001,1095287
2011-01-17T16:00:33,380812,159001,6062888
2011-01-17T16:40:50,301583,160001,3518132
2011-01-20T22:12:34,229742,160002,5999118
2011-01-24T01:42:41,380812,160003,3772162
2011-01-18T01:25:34,380812,161001,6082867
2011-01-18T02:16:28,380812,162001,6062529
2011-01-22T14:54:10,2051642,162002,3635966
2011-01-18T02:28:31,301583,163001,5370765
2011-01-20T17:59:26,380812,163002,1853842
2011-01-18T10:17:02,1336320,164001,5401668
2011-01-18T10:30:21,838637,165001,3478988
2011-01-18T17:50:27,380812,165002,6112819
2011-01-19T18:22:40,1940051,165003,3065428
2011-01-20T15:01:53,380812,165004,1385866
2011-01-18T13:59:47,380812,166001,5830629
2011-01-21T16:21:38,1372651,166002,5835157
2011-01-18T15:29:35,2388284,167001,5157424
2011-01-19T13:30:42,380812,168001,5949491
2011-01-19T20:18:49,380812,169001,5921024
2011-01-29T12:59:23,380812,169002,1071649
2011-01-20T01:18:00,380812,170001,2195860
2011-01-28T23:12:40,136704,170002,5964172
2011-01-20T15:19:31,380812,171001,4952628
2011-01-26T06:11:03,1894010,171002,4074936
2011-01-20T16:24:32,380812,172001,5280074
2011-01-26T08:44:12,5038813,172002,4724478
2011-01-20T20:09:00,5214789,173001,6000533
2011-01-21T14:11:56,380812,173002,3666350
2011-01-21T09:46:28,2959508,174001,4995109
2011-01-21T18:00:36,380812,174002,6110206
2011-01-21T18:00:37,380812,175001,5566977
2011-01-21T18:00:38,380812,176001,6143518
2011-01-21T20:21:23,380812,177001,2675405
2011-01-22T14:26:05,380812,178001,6154093
2011-01-31T15:40:42,380812,178002,1767944
2011-01-22T21:23:13,380812,179001,5881841
2011-01-29T05:51:14,233446,179002,4371661
2011-01-22T21:23:15,380812,180001,5973104
2011-01-23T01:19:00,256867,181001,3982708
2011-01-26T01:01:48,380812,181002,6197452
2011-01-23T14:22:31,380812,182001,3380651
2011-01-24T04:11:10,4991945,183001,4257093
2011-01-24T11:22:42,380812,184001,5997831
2011-01-29T05:51:16,233446,184002,4697641
2011-01-24T20:24:03,380812,185001,1400724
2011-01-25T03:09:48,256867,185002,2404626
2011-01-24T21:19:28,380812,186001,5955939
2011-01-24T23:48:21,380812,187001,6281491
2011-01-25T00:55:30,380812,188001,941803
2011-01-25T13:30:50,380812,189001,2468206
2011-01-29T05:51:15,233446,189002,1690773
2011-01-25T13:30:52,380812,190001,6162029
2011-01-25T19:37:54,710307,191001,5989146
2011-01-25T20:27:49,380812,192001,4256768
2011-01-25T23:36:49,380812,193001,6310299
2011-01-26T01:01:49,380812,194001,6306611
2011-01-26T13:54:54,380812,195001,4275786
2011-01-26T20:24:34,380812,196001,4235765
2011-01-31T23:30:11,345011,196002,6140659
2011-02-02T14:18:33,380812,196003,6502045
2011-02-02T18:58:43,4963627,196004,1414187
2011-02-03T06:37:01,72483,196005,977886
2011-02-04T00:15:42,136704,196006,6369050
2011-02-05T06:19:29,3284223,196007,3699203
2011-02-06T10:01:52,1882905,196008,4721389
2011-02-08T00:26:10,380812,196009,6660753
2011-02-08T00:27:29,380812,196010,6658445
2011-01-27T02:55:18,380812,197001,3661148
2011-01-27T02:59:20,380812,198001,5807990
2011-01-27T11:09:11,380812,199001,6307478
2011-01-27T14:45:44,380812,200001,6082972
2011-01-28T21:49:59,380812,200002,2273862
2011-01-27T16:18:31,986560,201001,3760650
2011-01-27T17:01:33,3099545,202001,1938768
2011-01-27T18:07:44,380812,203001,5995459
2011-01-27T21:01:01,380812,204001,6275497
2011-01-27T21:58:25,380812,205001,6120030
2011-01-28T01:01:59,380812,206001,5429861
2011-01-28T15:34:45,380812,207001,6355271
2011-01-28T16:18:28,2747920,208001,6362367
2011-01-28T16:18:31,2747920,209001,95423
2011-01-29T05:51:15,233446,210001,5948613
2011-01-31T14:11:32,380812,211001,5973157
2011-01-31T16:43:10,380812,211002,1798468
2011-01-31T14:11:34,380812,212001,6195505
2011-01-31T15:16:36,136704,213001,1972766
2011-01-31T19:51:46,380812,214001,6373285
2011-02-01T12:00:15,1132592,215001,6370442
2011-02-01T12:31:25,380812,216001,3783850
2011-02-01T19:59:54,380812,216002,6278460
2011-02-02T18:58:37,4963627,216003,4575738
2011-02-02T18:58:51,4963627,216004,5303044
2011-02-04T22:31:15,1468515,216005,477746
2011-02-05T06:19:31,3284223,216006,321049
2011-02-07T16:04:55,380812,216007,6526920
2011-02-07T17:52:36,380812,216008,5514683
2011-02-01T16:10:32,380812,217001,6309286
2011-02-07T17:45:00,380812,217002,6475604
2011-02-07T17:46:15,380812,217003,6195009
2011-02-07T17:47:00,2747920,217004,4319503
2011-02-01T20:19:10,380812,218001,6397757
2011-02-02T15:22:22,670290,218002,1002063
2011-02-02T16:54:53,3708916,218003,482956
2011-02-02T18:01:30,199227,218004,199928
2011-02-03T14:04:53,5548749,218005,6299869
2011-02-04T16:09:56,2367991,218006,6389972
2011-02-04T20:29:04,597227,218007,6372205
2011-02-06T10:26:25,1573826,218008,3269444
2011-02-02T14:26:41,380812,219001,5915934
2011-02-03T02:27:06,260426,219002,5942825
2011-02-04T18:03:07,136704,219003,5748218
2011-02-05T06:19:30,3284223,219004,821498
2011-02-05T06:19:31,3284223,219005,2857751
2011-02-07T23:16:21,6640960,219006,5976559
2011-02-03T12:09:34,380812,220001,6519324
2011-02-05T12:55:14,1742719,221001,5388033
2011-02-08T02:41:27,1650862,222001,4068960
2011-02-08T02:41:28,1650862,223001,1582162
2011-02-08T14:28:05,182457,224001,6576357
2011-02-08T14:28:06,182457,225001,6030724
2011-02-08T19:45:38,380812,225002,6482153
2011-02-08T16:01:07,380812,226001,6525378
2011-02-08T19:45:41,380812,227001,3320066
2011-02-08T19:45:42,380812,228001,575133
2011-02-08T20:54:40,301583,229001,979924
2011-02-08T21:49:45,380812,230001,4361943
2011-02-09T12:20:04,1372651,231001,6103384
2011-02-09T13:04:13,380812,232001,4515580
2011-02-09T15:55:17,380812,232002,4404126
2011-02-10T16:12:08,2726720,232003,278434
2011-02-10T22:23:26,3284223,232004,997694
2011-02-11T12:54:32,710307,232005,4047755
2011-02-09T14:42:18,3124222,233001,6100418
2011-02-09T15:48:18,380812,234001,4195625
2011-02-09T19:12:55,380812,235001,5234576
2011-02-10T00:55:28,380812,236001,6686499
2011-02-10T23:58:17,1987008,236002,6506157
2011-02-10T07:55:27,2538059,237001,1768438
2011-02-11T12:56:33,380812,237002,6661423
2011-02-10T11:28:55,380812,238001,6526129
2011-02-10T14:01:12,380812,238002,6353915
2011-02-10T14:00:28,136704,239001,6475237
2011-02-10T16:50:41,380812,239002,2770975
2011-02-11T07:11:06,1222345,239003,5233400
2011-02-10T14:16:04,380812,240001,6640988
2011-02-10T16:12:07,2726720,240002,2342331
2011-02-10T17:16:34,2272372,241001,6718779
2011-02-10T22:23:25,3284223,242001,3398217
2011-02-11T07:49:39,3531060,242002,4797687
